Referencia,ID,Criterio_medida,Descripcion,Tipo,Etapa_ciclo_vida,E1_bioclimatica,E2_energia,E3_agua,E4_materiales,Enfoque_genero,Inclusion_social,Aplica_vivienda_rural,Clima,Subsistema,Caracter_legal,Nivel_cumplimiento,Parametro_indicador,Correspondencia_cruzada
Ley.2462,L-F03,Reducir carga trabajo doméstico y cuidados no remunerados,Estufas eficientes (menos horas leña); captación pluvial (elimina acarreo); iluminación natural en zonas trabajo,fin,todas,,Principal,Principal,,ENUT 2024-25: 78.7% mujeres cocinan (2h03min/día promedio; más en rural con leña → PM2.5); 70% en limpieza (incluye acarreo agua); estufa eficiente + captación pluvial reducen carga directamente,,si,todos,Instalaciones,obligatorio,na,,Res.0194:MW-08; Res.0534:A-EM-8; CEELA:C12
Ley.2462,L-F04,Promover desarrollo rural inclusivo; sostenible; resiliente,Marco general alineado con ODS,fin,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,na,obligatorio,na,,
Ley.2462,L-F05,Garantizar acceso a recursos productivos y financieros,Acceso a crédito y subsidio para vivienda rural de mujeres,fin,todas,Transversal,Transversal,Transversal,Transversal,Acceso a SFVR para mujeres,,si,todos,na,obligatorio,na,,
Ley.2462,L-F06,Promover autonomía económica mujeres rurales,Vivienda que permita actividades productivas,fin,todas,Principal,,,Complementario,Espacios productivos en vivienda,,si,todos,Envolvente,obligatorio,na,,
Ley.2462,L-F07,Inclusión financiera y productiva mujeres rurales,Alianzas público-privadas para acceso a mercados,fin,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,na,obligatorio,na,,
Ley.2462,L-F08,Cuidado ecosistemas y transición energética,Paneles solares; materiales locales; biodigestores,fin,todas,,Principal,,Principal,Labor mujeres en cuidado ecosistemas,,si,todos,Instalaciones,obligatorio,na,,Res.0534:A-EM-8; CEELA:C14
Ley.2462,L-F09,Trabajo digno y decente mujeres rurales,Vivienda rural es lugar de trabajo productivo,fin,todas,Transversal,Transversal,Transversal,Transversal,Diseño ergonómico de espacios de trabajo,,si,todos,Envolvente,obligatorio,na,,
Ley.2462,L-F10,Acceso sistema salud y seguridad social,Bienestar de mujeres rurales,fin,todas,Transversal,Transversal,Transversal,Transversal,Salud ocupacional en espacio doméstico,,si,todos,na,obligatorio,na,,
Ley.2462,L-F11,Participación incidente mujeres en decisiones,Diálogo social en diseño y planificación de vivienda,fin,todas,Transversal,Transversal,Transversal,Transversal,Mujeres participan en decisiones de diseño,Participación comunitaria,si,todos,na,obligatorio,na,,CEELA:C01
Ley.2462,L-F12,Fortalecimiento organizaciones mujeres rurales,Asociatividad para acceso a programas de vivienda,fin,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,na,obligatorio,na,,
Ley.2462,L-F13,Acceso a tierra y formalización,Titulación preferencial para mujeres jefas de hogar,fin,todas,Transversal,Transversal,Transversal,Transversal,Acceso a tierra donde construir vivienda,,si,todos,na,obligatorio,na,,
Ley.2462,L-F14,Protección mujeres víctimas violencia de género,Vivienda segura para mujeres en riesgo,fin,todas,Principal,,,,ENUT 2024-25: cuidado físico personas 16.4% mujeres (1h32min/día); vivienda segura requiere iluminación nocturna; baños internos; visibilidad,,si,todos,Envolvente Instalaciones,obligatorio,na,,
Ley.2462,L-F15,Información estadística diferencial mujer rural,Datos DANE desagregados para diseño de políticas,fin,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,na,obligatorio,na,,
Ley.2462,L-F16,Educación rural con preservación prácticas culturales,Formación técnica que respete saberes ancestrales,fin,todas,,,,Principal,Preservación oficios constructivos de mujeres,Conocimiento ancestral en capacitación,si,todos,na,obligatorio,na,,
SUDS-MVCT,SUDS-1,Captacion agua lluvia escala vivienda,Aprovechar agua lluvia captada en cubiertas para usos no potables: riego; aseo; descarga sanitarios,criterio_ambiental,diseno,,,Principal,,Reduce acarreo agua mujeres/ninas en rural,,si,todos,Cubierta Instalaciones,obligatorio,minimo,m3/ano captado,Res.0194:MW-08; Res.0534:A-A-3; CEELA:C12
SUDS-MVCT,SUDS-2,Jardin de lluvia / jardin microcuenca,Depresion vegetada que recibe escorrentia; permite infiltracion y remocion contaminantes,criterio_ambiental,diseno,,,Principal,,,,si,calido_humedo templado,Exterior,obligatorio,minimo,m2 jardin / m2 impermeabilizado,Res.0534:A-SE-1
SUDS-MVCT,SUDS-3,Pozo de infiltracion,Estructura subterranea para infiltrar agua lluvia al suelo; reduce escorrentia,criterio_ambiental,diseno,,,Principal,,,,si,todos,Exterior,obligatorio,minimo,m3 infiltrado,Res.0534:A-SE-1
SUDS-MVCT,SUDS-4,Cisterna / aljibe de almacenamiento pluvial,Tanque sobre suelo o enterrado para almacenar agua lluvia; uso diferido,criterio_ambiental,diseno,,,Principal,,Reduce acarreo agua; disponible para mujer rural,,si,calido_seco todos,Instalaciones,obligatorio,minimo,m3 almacenamiento,Res.0194:MW-08; Ley.2462:L-F03
SUDS-MVCT,SUDS-5,Techos verdes como SUDS,Cubierta verde que retiene agua lluvia; reduce escorrentia y efecto isla de calor,criterio_ambiental,diseno,Principal,,Principal,,,,condicional,todos,Cubierta,obligatorio,deseable,% retencion; Valor U,Res.0194:MP-12; Res.0534:A-SE-1
SUDS-MVCT,SUDS-6,Pavimentos permeables,Superficies que permiten infiltracion directa al suelo,criterio_ambiental,diseno,,,Principal,,,,condicional,todos,Exterior,obligatorio,deseable,% permeabilidad,Res.0534:A-SE-1
EC-MADS,EC-1,Eco-diseno en productos y estructuras de construccion,Disenar usando menos materiales; modularidad; desensamblaje. CONPES 3934: 91.5M ton materiales construccion/ano; 7.4M ton escombros (7%); necesidad de eco-diseno para reducir consumo,criterio_ambiental,diseno,,,,Principal,,,si,todos,Estructura Envolvente,voluntario,na,% reduccion material,Res.0534:A-R-2; A-M-1
EC-MADS,EC-2,Aprovechamiento de RCD en obra nueva,Incorporar material reciclado de demoliciones en nueva construccion (agregados; concreto reciclado). CONPES 3934: tasa reciclaje materiales construccion CO es solo 2% (meta potencial 50%); 2.28 kg materiales/USD PIB (2.8x mayor que OCDE),criterio_ambiental,construccion,,,,Principal,,,si,todos,Cimentación Estructura,voluntario,na,% RCD aprovechado; Meta: aumentar tasa reciclaje construccion de 2% a 50%,Res.0534:A-R-1; A-R-4
EC-MADS,EC-3,Simbiosis industrial en materiales de construccion,Uso de subproductos de otros sectores como insumo constructivo (escoria; cenizas; plastico PET),criterio_ambiental,extraccion/manufactura,,,,Principal,,,si,todos,Estructura Envolvente,voluntario,na,% material alternativo,Res.0534:A-R-1
EC-MADS,EC-4,Certificaciones de construccion sostenible,LEED; BREEAM; EDGE; CASA Colombia; Sello Ambiental Colombiano como verificadores,criterio_ambiental,operacion,Transversal,Transversal,Transversal,Transversal,,,condicional,todos,todos,voluntario,na,Tipo certificacion,Res.0534:A-M-1
D1285,D1285-1,Porcentajes obligatorios de ahorro agua y energia,Lineamiento base que dio origen a Res. 0549/2015 y luego a Res. 0194/2025. PROURE 2017-2022: meta ahorro sector residencial 56.121 TJ (0.73% del total nacional),criterio_ambiental,operacion,,Principal,Principal,,,,si,todos,Instalaciones,obligatorio,minimo,% ahorro por clima y tipologia; PROURE: 56.121 TJ ahorro residencial,Res.0194:Tablas 10-11
D1467,D1467-1,VIS debe cumplir estandares de construccion sostenible,Ley 1955/2019 Art. 85: VIS cumple estandares de calidad en diseno y construccion sostenible. PND 2018-2022 Ley 1955/2019 Art. 85: VIS debe cumplir estandares de calidad en diseno urbanistico; arquitectonico y de construccion sostenible,criterio_ambiental,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,todos,obligatorio,na,,Res.0194; Res.0534; Ley 1955/2019 Art.85
D1727,D1727-1,Subsidio adicional por sostenibilidad (Ecobertura),Cobertura adicional 10 SMLV en tasa de interes para vivienda No VIS con criterios de sostenibilidad,criterio_economico,operacion,Transversal,Transversal,Transversal,Transversal,,,condicional,todos,na,voluntario,na,SMLV adicionales,Res.0534:E-CI-1
L1715,L1715-1,Incentivos tributarios para FNCE en vivienda,Exclusion IVA y deduccion renta por inversion en energia solar FV; solar termica; eolica; biomasa. Res. 196/2020 UPME: establece requisitos y procedimiento para acceder a beneficios tributarios de eficiencia energetica (IVA y renta). Requiere certificacion UPME,criterio_economico,operacion,,Principal,,,,,si,todos,Instalaciones,obligatorio,na,% deduccion renta; exclusion IVA,Res.0534:A-EM-8; CEELA:C14; Res.196/2020 UPME procedimiento
L373,L373-1,Programa uso eficiente y ahorro del agua,Obliga a entidades a implementar programas de ahorro de agua; incluye captacion pluvial y reuso,criterio_ambiental,operacion,,,Principal,,Reduce acarreo agua en rural,,si,todos,Instalaciones,obligatorio,na,,Res.0194:MW-01 a MW-10; CEELA:C12
L1931,L1931-1,Medidas de mitigacion y adaptacion en vivienda,Directrices para gestion cambio climatico en sector vivienda; PIGCCS y PIGCCT. NDC 2020: reduccion 176 Mt CO2eq a 2030 todos los sectores incluyendo vivienda,criterio_ambiental,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,na,obligatorio,na,Meta reduccion GEI,Res.0534:A-EM-5; A-EM-8; NDC 2020
R0472,R0472-1,Gestion integral de Residuos de Construccion y Demolicion,Aplica a todas las personas que generen; recolecten; transporten; aprovechen y dispongan RCD,criterio_ambiental,construccion,,,,Principal,,,si,todos,na,obligatorio,minimo,% aprovechamiento RCD,Res.0534:A-R-4; A-R-6; Ley 1333/2009 (procedimiento sancionatorio ambiental para incumplimiento)
RAS,RAS-1,Sistemas de acueducto rural,Requisitos tecnicos para diseno; construccion y operacion de sistemas de agua potable rural,criterio_ambiental,diseno,,,Principal,,Acceso agua potable reduce acarreo mujeres,,si,todos,Instalaciones,obligatorio,minimo,l/hab/dia; presion minima,Res.0534:A-A-3; CEELA:C12
RAS,RAS-2,Sistemas de alcantarillado y saneamiento rural,Requisitos tecnicos para tratamiento de aguas residuales en zona rural,criterio_ambiental,diseno,,,Principal,,,,si,todos,Instalaciones,obligatorio,minimo,DBO5; SST; remocion %,Res.0194:MW-06; MW-07
RAS,RAS-3,Sistemas de manejo de aguas lluvias,Requisitos tecnicos para drenaje pluvial; incluye SUDS,criterio_ambiental,diseno,,,Principal,,,,si,todos,Exterior,obligatorio,minimo,Caudal diseno; periodo retorno,SUDS-MVCT:SUDS-1 a SUDS-6; Res.0534:A-SE-1
R0541,R0541-1,Manejo de escombros y materiales de construccion,Regula cargue; descargue; transporte; almacenamiento y disposicion de escombros y materiales,criterio_ambiental,construccion,,,,Complementario,,,si,todos,na,obligatorio,minimo,,Res.0534:A-R-4
D948,D948-1,Control contaminacion atmosferica en obra,Mallas protectoras en construccion; control material particulado; prevencion emisiones,criterio_ambiental,construccion,,,,Complementario,,,si,todos,na,obligatorio,minimo,,Res.0534:A-EM-7; Ley 1333/2009 (sanciones por contaminacion atmosferica)
D1443,D1443-1,Sistema de Gestion de Seguridad y Salud en el Trabajo,Buenas practicas; materiales de calidad; prevencion accidentes y enfermedades en construccion,criterio_social,construccion,Transversal,Transversal,Transversal,Transversal,,Seguridad trabajadores rurales,si,todos,na,obligatorio,minimo,,Res.0534:S-H-2
L1819,L1819-1,Beneficios tributarios FNCE y carbono neutro,Exclusion IVA en equipos y tecnologias con beneficio ambiental; no causacion impuesto carbono,criterio_economico,operacion,,Principal,,,,,si,todos,Instalaciones,obligatorio,na,% exclusion IVA,Res.0534:A-EM-8; CEELA:C14; L1715:L1715-1; Res.196/2020 UPME procedimiento acceso
GuiaMej-MVCT,GM-E2,Estufas eficientes para vivienda rural,Reemplazo de fogon abierto por estufa eficiente; reduccion PM2.5 y consumo de lena,criterio_ambiental,operacion,,Principal,,,ENUT 2024-25: 78.7% mujeres cocinan; estufa eficiente reduce tiempo y humo (Ley 2462 Fin 3),,si,frio templado,Instalaciones,obligatorio,minimo,% reduccion PM2.5; kg lena/dia,Res.0534:A-EM-6; CEELA:C07; Ley.2462:L-F03
GuiaMej-MVCT,GM-T3,Generacion de biogas domiciliario,Sistema de biodigestor para generacion de biogas a partir de residuos organicos y excretas animales,criterio_ambiental,operacion,,Principal,,,,,si,todos,Instalaciones,voluntario,na,m3 biogas/dia,CEELA:C07; C14
GuiaMej-MVCT,GM-T4,Energia eolica a pequena escala,Microturbina eolica para vivienda rural en zonas con vientos sostenidos (Guajira; paramo; altiplano),criterio_ambiental,operacion,,Principal,,,,,condicional,calido_seco frio,Instalaciones,voluntario,na,kWh/mes,CEELA:C14; Res.0534:A-EM-8
GuiaMej-MVCT,GM-M2,Durabilidad y garantias de materiales,Especificar materiales con garantia de durabilidad documentada; reducir reposiciones prematuras,criterio_ambiental,diseno,,,,Principal,,,si,todos,Estructura Envolvente Cubierta,obligatorio,minimo,Anos de garantia; vida util estimada,Res.0534:A-M-1
GuiaMej-MVCT,GM-S1,Mano de obra local en construccion rural,Priorizar contratacion de mano de obra del territorio para transferencia de conocimiento y economia local,criterio_social,construccion,,,,,,Economia local; empleo rural; saberes vernaculos,si,todos,na,obligatorio,minimo,% mano obra local,Ley.2462:L-E01; L-E05; L-F01
GuiaMej-MVCT,GM-S2,Compromiso social del constructor,Constructor debe garantizar acompanamiento social; capacitacion a beneficiarios en uso y mantenimiento,criterio_social,construccion,,,,,Capacitacion diferencial por genero,Participacion comunitaria,si,todos,na,obligatorio,minimo,,CEELA:C01; C11; Ley.2462:L-F11
GuiaMej-MVCT,GM-S3,Gestion comunitaria resiliente,Conformar y capacitar comite comunitario para mantenimiento y gestion de la vivienda y sus sistemas,criterio_social,operacion,,,,,Liderazgo de mujeres en gestion comunitaria,Participacion comunitaria; autonom.a,si,todos,na,obligatorio,minimo,,CEELA:C11; Ley.2462:L-F11; L-F12
GuiaMej-MVCT,GM-A1,Proveeduria local de materiales,Priorizar materiales de origen regional (<300 km) para reducir huella de carbono del transporte,criterio_ambiental,diseno,,,,Principal,,Economia local,si,todos,Estructura Envolvente Cubierta,obligatorio,deseable,km origen; % materiales locales,Res.0534:A-E-1; A-M-1; CEELA:C03
PNVISR,PNVISR-1,Enfoque diferencial en vivienda rural,Reconocimiento diferencial de condiciones sociales; culturales; etnicas y territoriales en diseno de VISR,criterio_social,diseno,Transversal,Transversal,Transversal,Transversal,Enfoque diferencial de genero obligatorio,Etnico; discapacidad; victimas conflicto; adulto mayor,si,todos,na,obligatorio,na,,Ley.2462:L-E04; L-E08; L-E12
PNVISR,PNVISR-2,Vivienda rural integral; saludable y productiva,Vivienda como unidad que integra habitabilidad; salud; produccion agropecuaria y sostenibilidad,criterio_social,diseno,Principal,,,,Vivienda como espacio de trabajo productivo femenino,,si,todos,Envolvente,obligatorio,na,,Ley.2462:L-E05; L-E10; L-F06; L-F09
PNVISR,PNVISR-3,Acceso a agua potable y saneamiento basico rural,Garantizar acceso a agua y saneamiento en vivienda rural donde no existe infraestructura,criterio_ambiental,diseno,,,Principal,,Acceso agua reduce acarreo por mujeres,,si,todos,Instalaciones,obligatorio,minimo,l/hab/dia,RAS:RAS-1; RAS-2; Res.0194:MW-08; Ley.2462:L-F03
PNVISR,PNVISR-4,Subsidio vivienda rural (hasta 70 SMLV + 20 transporte),Res. 0536/2020: tope subsidio 70 SMLV; 20 SMLV adicionales para transporte en zonas dificil acceso,criterio_economico,diseno,Transversal,Transversal,Transversal,Transversal,,Priorizacion zonas dificil acceso,si,todos,na,obligatorio,na,SMLV,D1467:D1467-1
ParamSFVR,PARAM-1,Analisis de asoleacion y orientacion para vivienda rural,Diagrama estereografico con latitud/longitud; radiacion solar directa/difusa; definicion de orientacion optima por clima,criterio_ambiental,diseno,Principal,,,,,,si,todos,Estructura Envolvente,obligatorio,minimo,Orientacion optima por clima,Res.0194:MP-01 a MP-04; Res.0534:S-CT-1
ParamSFVR,PARAM-2,Proteccion solar en fachadas y cubiertas rurales,Elementos horizontales y verticales de fachada/cubierta para bloqueo de radiacion; definidos por clima,criterio_ambiental,diseno,Principal,,,,,,si,templado calido_seco calido_humedo,Envolvente Cubierta,obligatorio,minimo,ASV; ASH,Res.0194:MP-02 a MP-04; Res.0534:S-CT-1; CEELA:C02
ParamSFVR,PARAM-3,Iluminacion natural en vivienda rural,Proporciones de ventanas; claraboyas y repisas de luz para garantizar penetracion de luz natural y ahorro energetico,criterio_ambiental,diseno,Principal,Complementario,,,,,si,todos,Envolvente,obligatorio,minimo,FLD (%); proporcion ventana,Res.0194:MA-01; Res.0534:S-CL-1
ParamSFVR,PARAM-4,Ventilacion natural cruzada en vivienda rural,Aprovechamiento de vientos dominantes; aberturas enfrentadas; efecto chimenea por clima,criterio_ambiental,diseno,Principal,,,,,,si,templado calido_seco calido_humedo,Envolvente Cubierta,obligatorio,minimo,ACH; velocidad aire,Res.0194:MP-14; Res.0534:S-A-1; CEELA:C06
TdR-CEELA,TDR-1,Guia de obligatorio cumplimiento para contratistas VISR,La guia sera de obligatorio cumplimiento por el contratista en etapas de estructuracion y ejecucion de proyectos rurales MVCT,criterio_ambiental,todas,Transversal,Transversal,Transversal,Transversal,,,si,todos,todos,obligatorio,na,,
TdR-CEELA,TDR-2,Al menos 2 sistemas constructivos por zona climatica,Identificar materiales; estrategias y complementos para minimo 2 sistemas constructivos por clima,criterio_ambiental,diseno,,,,Principal,,,si,todos,Estructura,obligatorio,minimo,2 sistemas x 4 climas = 8 minimo,
CCCS-2024,CCCS-1,Estado actual certificaciones sostenibles en CO,EDGE; CASA Colombia; LEED son las 3 certificaciones mas usadas en CO (2024). 93% constructores incorporan criterios ASG,criterio_economico,operacion,Transversal,Transversal,Transversal,Transversal,,,si,todos,na,voluntario,na,% empresas con ASG,Res.0534:A-M-1; EC-MADS:EC-4
ST333,ST333-1,Derecho a vivienda digna como derecho fundamental (jurisprudencia),Corte Constitucional: vivienda digna incluye habitabilidad; disponibilidad de servicios; accesibilidad; adecuacion cultural,criterio_social,todas,Transversal,Transversal,Transversal,Transversal,Vivienda digna incluye perspectiva de genero,Accesibilidad; adecuacion cultural y etnica,si,todos,todos,obligatorio,na,,Ley.2462:L-E03; Res.0534:S-AC-1
RETILAP,RET-1,Eficacia luminosa minima LED,RETILAP 2024 Libro 2: productos LED deben cumplir eficacia luminosa minima; vida util y CRI segun categoria. Libro 3 Tabla 3.2.2.6.a (adaptada de EN 12464-1): corredores 100 lux Uo=0.40 Ra>=40 UGR<=28. Aplica a vivienda: edificaciones deben atender lineamientos URE de MADS y MinMinas,criterio_ambiental,operacion,,Principal,,,,,si,todos,Instalaciones,obligatorio,minimo,Eficacia lm/W; vida util horas; Ra(CRI) >=40-80 segun espacio; UGR <=22-28 segun tarea; Uo >=0.40,Res.0194:MA-02; Res.0534:S-CL-2; CEELA:C10
RETILAP,RET-2,Diseno de iluminacion interior vivienda,RETILAP 2024 Libro 3 Tabla 3.2.2.6.a: niveles minimos iluminancia por espacio (EN 12464-1). Corredores/circulaciones 100 lux; escaleras 100 lux; banos 100 lux; zonas comunes edificios residenciales incluidas. Uniformidad Uo>=0.40. CRI segun actividad. Vivienda: debe cumplir URE (Art. 3.2.6),criterio_ambiental,diseno,Principal,Principal,,,Iluminacion adecuada en zonas de trabajo domestico (cocina; lavado),,si,todos,Envolvente Instalaciones,obligatorio,minimo,Corredores: 100 lux Uo=0.40 Ra>=40 UGR<=28; escaleras: 100 lux; banos: 100 lux; zonas generales: 100 lux. Eficiencia energetica mediante control obligatorio en >500m2,Res.0194:MA-01; Res.0534:S-CL-1; CEELA:C10; Ley.2462:L-E10
RETILAP,RET-3,Aprovechamiento de iluminacion natural,RETILAP 2024 Libro 3 Art. 3.2.6: edificaciones de vivienda deben atender lineamientos URE de MADS y MinMinas. Aprovechamiento luz natural: ventanales y claraboyas desde diseno; evitar sol directo en plano trabajo; coordinacion natural/artificial; optimizar orientacion; aleros/parasoles. Factor Luz Dia = CC+CRE+CRI. Sistemas control: atenuacion; encendido/apagado automatico; sensores presencia; dimerizacion; ciclo circadiano,criterio_ambiental,diseno,Principal,Complementario,,,Iluminacion natural en espacios de trabajo no remunerado,,si,todos,Envolvente,obligatorio,minimo,FLD = CC+CRE+CRI; orientacion optima por clima; 7 formas control iluminacion (atenuacion; on/off auto; dimerizacion; sensores; luz diurna; circadiano; otros URE),Res.0194:MA-01; Res.0534:S-CL-1; ParamSFVR:PARAM-3; CEELA:C10
